device_id,site_id,user_id,device_type,model,firmware,registration_status,provisioning_status,last_registered
DEV00945,SITE025,USER00481,Room Kit,Webex App,14.3,Registered,Provisioned,2026-07-17
DEV00946,SITE004,USER00700,Cisco 8865,8865,14.3,Registered,Provisioned,2026-06-20
DEV00947,SITE008,USER01013,Room Kit,8851,15.1,Registered,Provisioned,2025-12-04
DEV00948,SITE001,USER02113,Cisco 8865,8865,14.4,Unregistered,Provisioned,2026-01-02
DEV00949,SITE023,USER01740,Webex App,8865,15.0,Registered,Provisioned,2026-04-07
DEV00950,SITE027,USER02217,Cisco 8851,8865,15.0,Registered,Provisioned,2026-02-03
DEV00951,SITE034,USER01616,Cisco 8865,8851,14.4,Registered,Provisioned,2026-01-15
DEV00952,SITE002,USER02408,Cisco 8851,Room Kit,14.3,Registered,Provisioned,2026-02-13
DEV00953,SITE004,USER00400,Cisco 8841,8865,14.3,Registered,Pending,2026-03-02
DEV00954,SITE032,USER01619,Webex App,Webex App,15.1,Registered,Provisioned,2026-05-08
DEV00955,SITE009,USER00226,Cisco 8851,8865,15.0,Registered,Provisioned,2026-06-16
DEV00956,SITE027,USER00386,Room Kit,8841,15.1,Unregistered,Provisioned,2025-12-22
DEV00957,SITE015,USER00689,Cisco 8851,8851,15.1,Registered,Provisioned,2026-01-22
DEV00958,SITE014,USER00774,Cisco 8865,Webex App,14.3,Registered,Provisioned,2026-04-12
DEV00959,SITE002,USER01071,Cisco 8841,Webex App,15.1,Registered,Provisioned,2026-01-01
DEV00960,SITE018,USER01759,Cisco 8841,Room Kit,15.0,Unregistered,Provisioned,2026-02-27
DEV00961,SITE028,USER01643,Cisco 8865,Room Kit,14.3,Registered,Provisioned,2025-11-02
DEV00962,SITE021,USER01523,Webex App,8865,14.4,Registered,Provisioned,2026-02-26
DEV00963,SITE033,USER01351,Webex App,8865,14.4,None,Provisioned,2025-12-17
DEV00964,SITE011,USER01317,Room Kit,8841,15.0,Registered,Provisioned,2026-01-25
DEV00965,SITE017,USER01990,Cisco 8851,Room Kit,15.1,Registered,Failed,2025-11-21
DEV00966,SITE034,USER00094,Cisco 8865,8865,15.1,None,Provisioned,2025-12-05
DEV00967,SITE012,USER02440,Cisco 8841,8841,15.1,None,Provisioned,2026-03-15
DEV00968,SITE003,USER02143,Cisco 8841,Room Kit,15.1,Unregistered,Provisioned,2026-02-20
DEV00969,SITE035,USER01214,Room Kit,8851,14.4,Registered,Provisioned,2025-12-28
DEV00970,SITE010,USER01982,Room Kit,Room Kit,15.0,Unregistered,Provisioned,2025-12-25
DEV00971,SITE031,USER00973,Cisco 8865,8865,15.1,Registered,Provisioned,2025-12-12
DEV00972,SITE033,USER01230,Webex App,8841,14.4,Registered,Provisioned,2026-04-27
DEV00973,SITE035,USER00212,Webex App,8851,14.4,Registered,Provisioned,2026-05-21
DEV00974,SITE019,USER00788,Cisco 8841,Webex App,14.2,None,Provisioned,2026-07-16
DEV00975,SITE021,USER01838,Cisco 8841,8841,14.2,Registered,Provisioned,2026-06-26
DEV00976,SITE002,USER00405,Cisco 8841,8865,14.2,Registered,Provisioned,2026-08-11
DEV00977,SITE018,USER02118,Cisco 8841,8851,15.0,Registered,Provisioned,2026-01-22
DEV00978,SITE021,USER02272,Cisco 8851,Webex App,14.4,Registered,Provisioned,2026-04-22
DEV00979,SITE008,USER00600,Webex App,Webex App,15.0,Unregistered,Provisioned,2026-06-20
DEV00980,SITE003,USER00382,Cisco 8841,8851,14.2,Registered,Provisioned,2026-01-22
DEV00981,SITE035,USER00624,Room Kit,Room Kit,15.0,None,Failed,2026-02-08
DEV00982,SITE023,USER00137,Cisco 8841,8865,14.4,Registered,Provisioned,2026-04-27
DEV00983,SITE006,USER00486,Webex App,Webex App,14.3,Registered,Provisioned,2026-07-27
DEV00984,SITE032,USER02280,Cisco 8851,8865,14.2,Registered,Failed,2026-08-09
DEV00985,SITE031,USER00189,Webex App,8865,14.4,Unregistered,Provisioned,2026-04-20
DEV00986,SITE019,USER00014,Cisco 8851,Webex App,15.0,Registered,Pending,2026-07-25
DEV00987,SITE011,USER02144,Webex App,Room Kit,14.4,Registered,Provisioned,2026-05-10
DEV00988,SITE032,USER00110,Webex App,8865,15.1,Registered,Provisioned,2026-02-24
DEV00989,SITE021,USER00928,Webex App,8851,14.2,Unregistered,Provisioned,2026-07-24
DEV00990,SITE026,USER01016,Room Kit,8865,14.3,Registered,Failed,2026-07-29
DEV00991,SITE029,USER02181,Cisco 8851,Webex App,14.2,Registered,Provisioned,2026-01-18
DEV00992,SITE018,USER00008,Cisco 8865,8851,15.0,Unregistered,Pending,2026-08-17
DEV00993,SITE024,USER01265,Cisco 8841,Room Kit,14.4,Registered,Provisioned,2025-12-17
DEV00994,SITE010,USER00279,Cisco 8841,8841,14.4,Unregistered,Provisioned,2026-06-06
DEV00995,SITE022,USER00516,Room Kit,8841,14.4,Unregistered,Failed,2026-03-17
DEV00996,SITE005,USER02450,Webex App,8851,14.4,Registered,Provisioned,2026-08-25
DEV00997,SITE007,USER00517,Cisco 8841,8851,15.0,Registered,Provisioned,2026-05-18
DEV00998,SITE005,USER00783,Webex App,8841,15.1,Registered,Provisioned,2026-08-16
DEV00999,SITE025,USER00725,Cisco 8841,Webex App,14.2,Unregistered,Provisioned,2026-07-25
DEV01000,SITE019,USER01009,Cisco 8851,8851,14.4,Registered,Pending,2026-02-03
DEV01001,SITE014,USER02379,Cisco 8851,8865,15.1,None,Provisioned,2026-06-23
DEV01002,SITE029,USER01098,Cisco 8865,8851,14.4,Registered,Provisioned,2026-03-16
DEV01003,SITE024,USER01565,Cisco 8841,8851,14.2,Unregistered,Provisioned,2026-04-19
DEV01004,SITE020,USER00377,Webex App,Room Kit,14.3,Unregistered,Provisioned,2026-03-01
DEV01005,SITE008,USER02373,Room Kit,Webex App,15.0,Registered,Provisioned,2026-03-20
DEV01006,SITE026,USER00209,Room Kit,8865,15.1,Registered,Provisioned,2025-12-11
DEV01007,SITE013,USER01488,Webex App,Room Kit,15.0,Registered,Provisioned,2026-05-01
DEV01008,SITE010,USER01016,Room Kit,8865,14.4,Unregistered,Provisioned,2026-01-17
DEV01009,SITE034,USER01026,Room Kit,8851,15.1,Unregistered,Provisioned,2025-11-16
DEV01010,SITE029,USER00598,Room Kit,8865,15.1,Unregistered,Provisioned,2026-04-05
DEV01011,SITE019,USER01364,Cisco 8841,Room Kit,15.1,Unregistered,Provisioned,2026-02-07
DEV01012,SITE006,USER01622,Cisco 8865,8865,14.4,Unregistered,Provisioned,2026-07-23
DEV01013,SITE001,USER02162,Room Kit,Room Kit,14.2,Registered,Provisioned,2026-06-24
DEV01014,SITE019,USER02044,Cisco 8851,8865,15.1,Registered,Provisioned,2026-05-28
DEV01015,SITE026,USER02020,Cisco 8865,8841,14.3,None,Provisioned,2026-06-08
DEV01016,SITE024,USER02458,Room Kit,Room Kit,15.1,Registered,Provisioned,2026-01-18
DEV01017,SITE027,USER00174,Room Kit,8851,14.4,Registered,Failed,2026-06-15
DEV01018,SITE002,USER00997,Webex App,8841,14.3,Unregistered,Provisioned,2026-03-22
DEV01019,SITE032,USER00477,Room Kit,Room Kit,15.1,Registered,Failed,2026-07-08
DEV01020,SITE009,USER01048,Webex App,Webex App,14.4,None,Provisioned,2026-01-28
DEV01021,SITE005,USER01979,Cisco 8865,8851,15.0,None,Provisioned,2026-02-16
DEV01022,SITE031,USER00224,Cisco 8865,8851,14.2,Unregistered,Failed,2025-11-16
DEV01023,SITE034,USER01517,Room Kit,8865,14.2,Registered,Pending,2026-02-15
DEV01024,SITE031,USER01761,Cisco 8865,8865,15.1,Registered,Provisioned,2026-04-29
DEV01025,SITE006,USER00850,Room Kit,8865,14.4,Registered,Provisioned,2026-01-30
DEV01026,SITE018,USER01269,Webex App,8865,15.1,Registered,Provisioned,2026-04-08
DEV01027,SITE034,USER00889,Cisco 8865,Webex App,14.2,Registered,Provisioned,2026-01-27
DEV01028,SITE010,USER02176,Webex App,Room Kit,15.0,Unregistered,Provisioned,2025-12-03
DEV01029,SITE030,USER01488,Cisco 8841,8865,14.3,Registered,Provisioned,2026-07-10
DEV01030,SITE006,USER02291,Room Kit,Room Kit,14.3,Registered,Pending,2025-12-23
DEV01031,SITE006,USER02448,Cisco 8841,8865,14.2,Unregistered,Provisioned,2026-01-11
DEV01032,SITE031,USER02333,Room Kit,8851,14.3,Registered,Provisioned,2025-11-03
DEV01033,SITE025,USER02417,Cisco 8841,8865,15.1,Registered,Provisioned,2026-01-20
DEV01034,SITE034,USER00294,Cisco 8865,Room Kit,14.3,Unregistered,Provisioned,2026-05-13
DEV01035,SITE012,USER01664,Cisco 8851,Webex App,15.1,None,Pending,2026-08-26
DEV01036,SITE017,USER00586,Webex App,Webex App,15.1,Registered,Provisioned,2026-04-22
DEV01037,SITE015,USER00893,Room Kit,Webex App,14.2,Registered,Failed,2025-11-01
DEV01038,SITE021,USER00577,Cisco 8851,8841,14.3,Unregistered,Provisioned,2026-04-02
DEV01039,SITE031,USER00920,Room Kit,8865,14.4,Registered,Pending,2026-07-16
DEV01040,SITE009,USER00377,Cisco 8841,Room Kit,15.0,Registered,Provisioned,2025-12-06
DEV01041,SITE025,USER01229,Cisco 8851,8851,14.4,Registered,Pending,2026-07-24
DEV01042,SITE026,USER00052,Room Kit,8851,14.2,None,Provisioned,2026-01-02
DEV01043,SITE004,USER00089,Cisco 8841,Room Kit,14.4,Registered,Provisioned,2025-12-12
DEV01044,SITE010,USER00490,Webex App,8865,15.0,Unregistered,Provisioned,2026-02-13
DEV01045,SITE005,USER00738,Cisco 8865,Room Kit,15.1,Registered,Provisioned,2026-05-11
DEV01046,SITE014,USER01775,Webex App,8865,14.4,Registered,Pending,2025-11-06
DEV01047,SITE017,USER02193,Cisco 8851,Room Kit,14.3,Registered,Provisioned,2026-02-18
DEV01048,SITE028,USER02477,Cisco 8865,8851,14.3,Registered,Provisioned,2026-03-29
DEV01049,SITE005,USER02464,Room Kit,Webex App,15.0,Registered,Provisioned,2025-11-05
DEV01050,SITE022,USER00100,Webex App,8865,15.0,Registered,Provisioned,2026-06-09
DEV01051,SITE029,USER00084,Cisco 8865,8841,15.0,Registered,Provisioned,2026-02-21
DEV01052,SITE025,USER01315,Cisco 8865,Room Kit,14.2,Registered,Provisioned,2026-02-05
DEV01053,SITE020,USER01255,Cisco 8851,8865,15.0,Registered,Provisioned,2025-11-11
DEV01054,SITE017,USER01415,Cisco 8851,8841,15.0,None,Provisioned,2026-07-10
DEV01055,SITE029,USER00091,Cisco 8841,Webex App,14.2,None,Provisioned,2026-02-14
DEV01056,SITE015,USER00286,Room Kit,Room Kit,15.0,Registered,Provisioned,2026-06-18
DEV01057,SITE005,USER01160,Cisco 8841,Webex App,15.0,Registered,Failed,2026-03-18
DEV01058,SITE008,USER00527,Cisco 8851,8841,15.0,Registered,Provisioned,2026-04-09
DEV01059,SITE021,USER00443,Webex App,8865,14.3,Registered,Provisioned,2026-08-24
DEV01060,SITE033,USER00322,Cisco 8841,Webex App,14.4,Unregistered,Provisioned,2026-03-13
DEV01061,SITE032,USER00238,Webex App,Room Kit,14.2,Registered,Provisioned,2026-01-21
DEV01062,SITE031,USER01724,Room Kit,8841,14.2,Registered,Failed,2025-11-05
DEV01063,SITE008,USER02287,Cisco 8865,8841,14.4,Registered,Pending,2026-06-03
DEV01064,SITE031,USER01170,Cisco 8851,Webex App,14.3,Registered,Provisioned,2026-08-18
DEV01065,SITE031,USER00876,Cisco 8841,Webex App,15.0,Registered,Provisioned,2026-07-27
DEV01066,SITE024,USER00663,Cisco 8865,8865,15.1,None,Provisioned,2026-01-18
DEV01067,SITE032,USER02492,Webex App,8865,14.3,Registered,Provisioned,2026-02-16
DEV01068,SITE023,USER00195,Cisco 8841,8851,14.2,Unregistered,Pending,2026-02-20
DEV01069,SITE004,USER01645,Cisco 8865,Room Kit,15.1,Registered,Provisioned,2026-05-10
DEV01070,SITE034,USER01754,Cisco 8841,Room Kit,14.3,Registered,Failed,2025-11-21
DEV01071,SITE007,USER01272,Webex App,8851,14.4,Registered,Pending,2026-08-13
DEV01072,SITE009,USER00324,Cisco 8841,8865,14.2,Registered,Provisioned,2026-04-11
DEV01073,SITE022,USER01348,Cisco 8865,Room Kit,14.4,Registered,Provisioned,2026-03-30
DEV01074,SITE012,USER00704,Webex App,8865,15.1,Unregistered,Failed,2026-03-03
DEV01075,SITE033,USER01696,Cisco 8851,Webex App,15.1,Unregistered,Failed,2026-03-11
DEV01076,SITE015,USER02245,Cisco 8841,8841,15.1,Unregistered,Provisioned,2025-12-18
DEV01077,SITE027,USER02096,Cisco 8841,8841,14.2,Registered,Provisioned,2026-03-16
DEV01078,SITE014,USER00995,Cisco 8841,8851,15.0,Registered,Provisioned,2026-08-20
DEV01079,SITE035,USER01440,Room Kit,8841,14.2,Registered,Provisioned,2026-04-24
DEV01080,SITE013,USER02028,Room Kit,Webex App,15.0,Unregistered,Provisioned,2026-03-18
DEV01081,SITE018,USER01499,Room Kit,Room Kit,14.4,Registered,Provisioned,2025-12-01
DEV01082,SITE002,USER00828,Room Kit,Room Kit,15.1,Unregistered,Provisioned,2025-12-02
DEV01083,SITE002,USER00092,Room Kit,8841,14.4,Registered,Provisioned,2026-08-06
DEV01084,SITE029,USER02401,Cisco 8865,8851,14.2,Registered,Provisioned,2026-06-02
DEV01085,SITE024,USER00429,Cisco 8841,Room Kit,15.1,Registered,Provisioned,2025-12-14
DEV01086,SITE016,USER01477,Cisco 8865,Room Kit,15.1,None,Pending,2026-01-17
DEV01087,SITE035,USER01741,Webex App,8865,15.0,Unregistered,Provisioned,2026-02-28
DEV01088,SITE015,USER00570,Cisco 8865,8851,15.1,Registered,Provisioned,2026-02-25
DEV01089,SITE017,USER00880,Cisco 8865,8841,14.4,None,Provisioned,2026-02-17
DEV01090,SITE028,USER01148,Cisco 8851,Room Kit,15.0,Registered,Provisioned,2026-08-17
DEV01091,SITE010,USER00508,Cisco 8865,Room Kit,14.4,Unregistered,Failed,2025-12-03
DEV01092,SITE005,USER01922,Room Kit,8841,15.1,Registered,Provisioned,2026-07-09
DEV01093,SITE023,USER00943,Cisco 8841,8841,14.4,Registered,Pending,2025-12-30
DEV01094,SITE033,USER01308,Cisco 8865,8865,15.0,Registered,Provisioned,2026-05-31
DEV01095,SITE020,USER01268,Cisco 8851,8841,14.3,None,Provisioned,2026-02-05
DEV01096,SITE024,USER01086,Cisco 8841,Room Kit,14.3,None,Provisioned,2026-07-10
DEV01097,SITE004,USER01814,Cisco 8841,Webex App,14.3,Registered,Provisioned,2026-02-04
DEV01098,SITE021,USER00239,Room Kit,Webex App,14.4,Registered,Failed,2025-12-09
DEV01099,SITE007,USER02235,Cisco 8851,Room Kit,14.3,Registered,Failed,2026-02-13
DEV01100,SITE026,USER00698,Webex App,8865,14.4,Registered,Provisioned,2026-05-27
DEV01101,SITE034,USER00276,Cisco 8851,8865,14.4,Registered,Provisioned,2026-04-22
DEV01102,SITE009,USER00040,Cisco 8841,Room Kit,14.4,Unregistered,Provisioned,2026-08-05
DEV01103,SITE003,USER01074,Cisco 8841,8851,14.2,Registered,Pending,2026-07-22
DEV01104,SITE029,USER00151,Room Kit,8865,14.3,Registered,Failed,2026-06-11
DEV01105,SITE030,USER00496,Cisco 8851,Room Kit,14.4,Registered,Provisioned,2026-05-20
DEV01106,SITE021,USER00008,Room Kit,8851,15.1,Unregistered,Provisioned,2025-12-06
DEV01107,SITE008,USER01471,Webex App,8841,14.4,Registered,Provisioned,2026-05-07
DEV01108,SITE004,USER02446,Webex App,8851,15.0,Registered,Provisioned,2025-11-26
DEV01109,SITE008,USER00132,Cisco 8865,8865,15.0,Registered,Provisioned,2026-08-15
DEV01110,SITE034,USER02401,Cisco 8865,8865,15.1,Registered,Failed,2026-01-27
DEV01111,SITE033,USER00488,Cisco 8841,8851,14.3,Unregistered,Provisioned,2026-08-25
DEV01112,SITE029,USER01522,Webex App,8865,14.4,Unregistered,Provisioned,2026-01-04
DEV01113,SITE010,USER02342,Cisco 8865,Room Kit,14.2,Registered,Pending,2025-11-27
DEV01114,SITE003,USER02325,Webex App,8865,15.0,Registered,Provisioned,2026-01-30
DEV01115,SITE005,USER01555,Cisco 8865,8841,14.4,Registered,Provisioned,2026-03-27
DEV01116,SITE014,USER00704,Cisco 8841,8841,14.3,Registered,Provisioned,2026-08-24
DEV01117,SITE035,USER00491,Cisco 8841,8851,14.4,None,Provisioned,2026-02-19
DEV01118,SITE012,USER00667,Cisco 8851,Room Kit,15.0,Registered,Provisioned,2026-06-03
DEV01119,SITE004,USER00662,Room Kit,Webex App,14.3,Registered,Provisioned,2026-01-23
DEV01120,SITE007,USER02233,Cisco 8865,8865,14.2,Unregistered,Pending,2026-05-07
DEV01121,SITE024,USER00454,Cisco 8841,8851,14.4,Registered,Provisioned,2026-02-15
DEV01122,SITE002,USER01444,Room Kit,Webex App,14.4,Registered,Provisioned,2026-04-14
DEV01123,SITE027,USER00046,Room Kit,Webex App,15.0,Registered,Pending,2026-05-03
DEV01124,SITE017,USER02231,Room Kit,Room Kit,14.2,Unregistered,Provisioned,2025-12-14
DEV01125,SITE001,USER00575,Room Kit,8841,15.1,Registered,Provisioned,2026-01-24
DEV01126,SITE004,USER00350,Cisco 8841,Webex App,15.1,Registered,Provisioned,2025-12-27
DEV01127,SITE027,USER02292,Webex App,8841,15.1,Registered,Pending,2026-03-28
DEV01128,SITE017,USER01379,Webex App,Webex App,14.2,Unregistered,Provisioned,2026-07-27
DEV01129,SITE021,USER01205,Room Kit,8851,15.1,Registered,Provisioned,2025-12-05
DEV01130,SITE013,USER01407,Webex App,8865,15.0,Registered,Provisioned,2026-02-14
DEV01131,SITE035,USER01851,Cisco 8841,Room Kit,15.0,Unregistered,Provisioned,2026-04-02
DEV01132,SITE024,USER02066,Webex App,Room Kit,14.2,None,Provisioned,2025-12-14
DEV01133,SITE019,USER00487,Cisco 8865,8841,14.2,Registered,Pending,2026-08-23
DEV01134,SITE011,USER00316,Room Kit,Room Kit,14.3,Registered,Provisioned,2026-05-30
DEV01135,SITE012,USER02232,Cisco 8841,Webex App,14.2,Registered,Provisioned,2026-08-29
DEV01136,SITE021,USER00089,Cisco 8841,8851,15.1,Registered,Provisioned,2026-02-17
DEV01137,SITE034,USER02463,Cisco 8865,8865,15.1,None,Provisioned,2026-07-02
DEV01138,SITE024,USER00561,Room Kit,Room Kit,15.1,Unregistered,Provisioned,2026-01-29
DEV01139,SITE028,USER01753,Cisco 8865,Room Kit,14.4,Registered,Provisioned,2026-01-24
DEV01140,SITE032,USER02134,Cisco 8865,8865,15.1,Registered,Failed,2026-06-06
DEV01141,SITE021,USER01639,Cisco 8851,Room Kit,14.3,Registered,Provisioned,2026-03-29
DEV01142,SITE030,USER00561,Webex App,Webex App,15.1,Registered,Provisioned,2026-02-04
DEV01143,SITE035,USER02201,Room Kit,8865,14.4,Registered,Provisioned,2026-05-12
DEV01144,SITE030,USER01756,Webex App,8865,15.0,Registered,Provisioned,2026-03-11
DEV01145,SITE033,USER00497,Room Kit,8841,15.1,Registered,Provisioned,2026-06-18
DEV01146,SITE001,USER01623,Room Kit,8851,14.4,Registered,Provisioned,2025-11-20
DEV01147,SITE007,USER01853,Cisco 8865,8851,15.0,Registered,Provisioned,2026-08-29
DEV01148,SITE020,USER01592,Cisco 8841,Webex App,14.2,Registered,Provisioned,2026-08-27
DEV01149,SITE017,USER00980,Cisco 8841,Webex App,14.2,Unregistered,Provisioned,2026-01-11
DEV01150,SITE033,USER02317,Cisco 8865,8841,15.1,Registered,Provisioned,2026-06-29
DEV01151,SITE034,USER02428,Cisco 8841,8851,15.0,Registered,Failed,2025-11-22
DEV01152,SITE006,USER02256,Webex App,8865,14.2,Registered,Pending,2026-06-15
DEV01153,SITE010,USER00269,Room Kit,8841,14.3,Registered,Provisioned,2026-05-07
DEV01154,SITE004,USER00622,Cisco 8851,8851,14.2,Registered,Provisioned,2026-01-12
DEV01155,SITE022,USER00378,Cisco 8841,8841,15.1,None,Provisioned,2026-02-12
DEV01156,SITE023,USER01042,Webex App,8851,14.4,Registered,Provisioned,2026-08-19
DEV01157,SITE010,USER01724,Cisco 8865,8841,14.2,Registered,Provisioned,2026-01-11
DEV01158,SITE029,USER00929,Room Kit,Webex App,14.3,Registered,Provisioned,2026-06-06
DEV01159,SITE017,USER01585,Cisco 8865,8851,14.2,Registered,Provisioned,2026-07-02
DEV01160,SITE014,USER01585,Cisco 8851,8865,14.4,None,Provisioned,2026-07-09
DEV01161,SITE004,USER00243,Cisco 8851,8841,14.3,Unregistered,Provisioned,2026-05-13
DEV01162,SITE001,USER00947,Webex App,8841,14.4,Registered,Provisioned,2026-05-09
DEV01163,SITE034,USER01980,Webex App,Webex App,14.3,Registered,Provisioned,2026-03-14
DEV01164,SITE001,USER00235,Cisco 8841,Room Kit,15.1,Unregistered,Provisioned,2025-11-27
DEV01165,SITE024,USER01858,Cisco 8841,8851,15.0,Registered,Provisioned,2026-03-10
DEV01166,SITE012,USER00729,Cisco 8851,8865,14.3,Registered,Provisioned,2026-03-07
DEV01167,SITE009,USER01319,Cisco 8865,8865,15.1,Registered,Provisioned,2026-04-26
DEV01168,SITE003,USER00563,Webex App,8841,15.1,Registered,Provisioned,2026-06-08
DEV01169,SITE028,USER00019,Cisco 8841,8851,14.2,Registered,Pending,2026-01-16
DEV01170,SITE024,USER01757,Webex App,8851,14.3,Registered,Provisioned,2026-02-11
DEV01171,SITE005,USER00028,Webex App,8851,14.4,Unregistered,Provisioned,2026-06-10
DEV01172,SITE031,USER01870,Room Kit,8841,14.3,Registered,Pending,2026-06-03
DEV01173,SITE027,USER00153,Cisco 8865,8851,15.1,None,Provisioned,2026-02-25
DEV01174,SITE017,USER00015,Cisco 8841,Webex App,14.2,None,Provisioned,2026-03-12
DEV01175,SITE026,USER01662,Cisco 8865,8851,14.2,Registered,Provisioned,2026-03-04
DEV01176,SITE031,USER00399,Cisco 8851,8851,14.2,Registered,Provisioned,2026-08-26
DEV01177,SITE021,USER00126,Room Kit,Room Kit,14.3,Unregistered,Provisioned,2025-12-02
DEV01178,SITE003,USER01375,Webex App,8851,14.3,Registered,Provisioned,2026-02-21
DEV01179,SITE014,USER02487,Cisco 8865,Room Kit,14.3,Registered,Provisioned,2025-11-25
DEV01180,SITE032,USER01334,Cisco 8851,8851,14.2,Registered,Provisioned,2026-06-21
DEV01181,SITE006,USER01227,Room Kit,Webex App,14.3,Registered,Pending,2026-03-24
DEV01182,SITE010,USER00545,Cisco 8841,Webex App,14.4,Registered,Pending,2026-08-03
DEV01183,SITE025,USER00265,Room Kit,8841,15.0,None,Provisioned,2026-06-07
DEV01184,SITE006,USER00073,Cisco 8865,8865,14.4,Unregistered,Provisioned,2026-05-03
DEV01185,SITE033,USER00731,Cisco 8851,Webex App,15.0,Registered,Failed,2025-12-17
DEV01186,SITE022,USER02043,Cisco 8841,Webex App,14.4,Registered,Provisioned,2025-11-08
DEV01187,SITE015,USER01076,Cisco 8851,Webex App,14.4,Registered,Provisioned,2026-05-23
DEV01188,SITE032,USER02280,Webex App,Webex App,14.3,Registered,Provisioned,2026-03-21
DEV01189,SITE034,USER00879,Cisco 8865,8865,15.1,Registered,Provisioned,2026-04-13
DEV01190,SITE025,USER02072,Cisco 8841,Webex App,15.1,Registered,Provisioned,2026-04-18
DEV01191,SITE005,USER02130,Room Kit,Webex App,14.3,None,Provisioned,2026-02-09
DEV01192,SITE032,USER01746,Cisco 8841,8851,14.2,Registered,Provisioned,2026-06-03
DEV01193,SITE027,USER00358,Webex App,8841,15.0,Registered,Failed,2026-03-17
DEV01194,SITE028,USER01589,Cisco 8865,Room Kit,14.2,Registered,Provisioned,2026-04-04
DEV01195,SITE019,USER01318,Cisco 8851,8841,15.1,Unregistered,Provisioned,2025-11-17
DEV01196,SITE024,USER00202,Cisco 8841,8865,14.4,None,Provisioned,2026-03-11
DEV01197,SITE007,USER00609,Cisco 8851,Webex App,14.3,Unregistered,Provisioned,2026-01-20
DEV01198,SITE030,USER00792,Webex App,8841,14.3,Unregistered,Provisioned,2026-01-08
DEV01199,SITE034,USER01188,Cisco 8851,8865,14.3,Registered,Pending,2026-07-15
DEV01200,SITE022,USER01523,Cisco 8851,Webex App,14.4,Registered,Pending,2025-11-24
DEV01201,SITE011,USER00170,Cisco 8851,8851,15.0,Registered,Pending,2026-06-13
DEV01202,SITE021,USER01863,Webex App,8865,15.1,Registered,Provisioned,2026-08-05
